frame,seconds,all_sensor_and_earth_ids,in_transit,earth_settled,earth_assigned,illustrative_leaf_angle
887,29.566666666666666,230,0,48,48,0.0
888,29.6,230,0,48,48,0.0
889,29.633333333333333,230,0,48,48,0.0
890,29.666666666666668,230,0,48,48,0.0
891,29.7,230,0,48,48,0.0
892,29.733333333333334,230,0,48,48,0.0
893,29.766666666666666,230,0,48,48,0.0
894,29.8,230,0,48,48,0.0
895,29.833333333333332,230,0,48,48,0.0
896,29.866666666666667,230,0,48,48,0.0
897,29.9,230,0,48,48,0.0
898,29.933333333333334,230,0,48,48,0.0
899,29.966666666666665,230,0,48,48,0.0
900,30.0,230,0,48,48,0.0
901,30.033333333333335,230,0,48,48,0.0
902,30.066666666666666,230,0,48,48,0.0
903,30.1,230,0,48,48,0.0
904,30.133333333333333,230,0,48,48,0.0
905,30.166666666666668,230,0,48,48,0.0
906,30.2,230,0,48,48,0.0
907,30.233333333333334,230,0,48,48,0.0
908,30.266666666666666,230,0,48,48,0.0
909,30.3,230,0,48,48,0.0
910,30.333333333333332,230,0,48,48,0.0
911,30.366666666666667,230,0,48,48,0.0
912,30.4,230,0,48,48,0.0
913,30.433333333333334,230,0,48,48,0.0
914,30.466666666666665,230,0,48,48,0.0
915,30.5,230,0,48,48,0.0
916,30.533333333333335,230,0,48,48,0.0
917,30.566666666666666,230,0,48,48,0.0
918,30.6,230,0,48,48,0.0
919,30.633333333333333,230,0,48,48,0.0
920,30.666666666666668,230,0,48,48,0.0
921,30.7,230,0,48,48,0.0
922,30.733333333333334,230,0,48,48,0.0
923,30.766666666666666,230,0,48,48,0.0
924,30.8,230,0,48,48,0.0
925,30.833333333333332,230,0,48,48,0.0
926,30.866666666666667,230,0,48,48,0.0
927,30.9,230,0,48,48,0.0
928,30.933333333333334,230,0,48,48,0.0
929,30.966666666666665,230,0,48,48,0.0
930,31.0,230,0,48,48,0.0
931,31.033333333333335,230,0,48,48,0.0
932,31.066666666666666,230,0,48,48,0.0
933,31.1,230,0,48,48,0.0
934,31.133333333333333,230,0,48,48,0.0
935,31.166666666666668,230,0,48,48,0.0
936,31.2,230,0,48,48,0.0
937,31.233333333333334,230,0,48,48,0.0
938,31.266666666666666,230,0,48,48,0.0
939,31.3,230,0,48,48,0.0
940,31.333333333333332,230,0,48,48,0.0
941,31.366666666666667,230,1,47,47,0.0
942,31.4,230,2,46,46,0.0
943,31.433333333333334,230,3,45,45,0.0
944,31.466666666666665,230,5,43,43,0.0
945,31.5,230,6,42,42,0.0
946,31.533333333333335,230,7,41,41,0.0
947,31.566666666666666,230,8,40,40,0.0
948,31.6,230,9,39,39,0.0
949,31.633333333333333,230,10,38,38,0.0
950,31.666666666666668,230,12,36,36,0.0
951,31.7,230,13,35,35,0.0
952,31.733333333333334,230,14,34,34,0.0
953,31.766666666666666,230,15,33,33,0.0
954,31.8,230,16,32,32,0.0
955,31.833333333333332,230,17,31,31,0.0
956,31.866666666666667,230,18,30,30,0.0
957,31.9,230,20,28,28,0.0
958,31.933333333333334,230,21,27,27,0.0
959,31.966666666666665,230,22,26,26,0.0
960,32.0,230,23,25,25,0.0
961,32.03333333333333,230,24,24,24,0.0
962,32.06666666666667,230,25,23,23,0.0
963,32.1,230,27,21,21,0.0
964,32.13333333333333,230,28,20,20,0.0
965,32.166666666666664,230,29,19,19,0.0
966,32.2,230,30,18,18,0.0
967,32.233333333333334,230,31,17,17,0.0
968,32.266666666666666,230,32,16,16,0.0
969,32.3,230,34,14,14,0.0
970,32.333333333333336,230,35,13,13,0.0
971,32.36666666666667,230,35,12,12,0.0
972,32.4,230,35,11,11,0.0
973,32.43333333333333,230,35,10,10,0.0
974,32.46666666666667,230,34,9,9,0.0
975,32.5,230,35,7,7,0.0
976,32.53333333333333,230,35,6,6,0.0
977,32.56666666666667,230,35,5,5,0.0
978,32.6,230,35,4,4,0.0
979,32.63333333333333,230,35,3,3,0.0
980,32.666666666666664,230,34,2,2,0.0
981,32.7,230,34,1,0,0.0
982,32.733333333333334,230,34,0,0,0.0
983,32.766666666666666,230,33,0,0,0.0
984,32.8,230,32,0,0,0.0
985,32.833333333333336,230,31,0,0,0.0
986,32.86666666666667,230,30,0,0,0.0
987,32.9,230,28,0,0,0.0
988,32.93333333333333,230,27,0,0,0.0
989,32.96666666666667,230,26,0,0,0.0
990,33.0,230,25,0,0,0.0
991,33.03333333333333,230,24,0,0,0.0
992,33.06666666666667,230,23,0,0,0.0
993,33.1,230,21,0,0,0.0
994,33.13333333333333,230,20,0,0,0.0
995,33.166666666666664,230,19,0,0,0.0
996,33.2,230,18,0,0,0.0
997,33.233333333333334,230,17,0,0,0.0
998,33.266666666666666,230,16,0,0,0.0
999,33.3,230,14,0,0,0.0
1000,33.333333333333336,230,13,0,0,0.0
1001,33.36666666666667,230,12,0,0,0.0
1002,33.4,230,11,0,0,0.0
1003,33.43333333333333,230,10,0,0,0.0
1004,33.46666666666667,230,9,0,0,0.0
1005,33.5,230,7,0,0,0.0
1006,33.53333333333333,230,6,0,0,0.0
1007,33.56666666666667,230,5,0,0,0.0
1008,33.6,230,4,0,0,0.0
1009,33.63333333333333,230,3,0,0,0.0
1010,33.666666666666664,230,2,0,0,0.0
1011,33.7,230,0,0,0,0.0
1012,33.733333333333334,230,0,0,0,0.0
1013,33.766666666666666,230,0,0,0,0.0
1014,33.8,230,0,0,0,0.0
1015,33.833333333333336,230,0,0,0,0.0
1016,33.86666666666667,230,0,0,0,0.0
1017,33.9,230,0,0,0,0.0
1018,33.93333333333333,230,0,0,0,0.0
1019,33.96666666666667,230,0,0,0,0.0
1020,34.0,230,0,0,0,0.0
1021,34.03333333333333,230,0,0,0,0.0
1022,34.06666666666667,230,0,0,0,0.0
1023,34.1,230,0,0,0,0.0
1024,34.13333333333333,230,0,0,0,0.0
1025,34.166666666666664,230,0,0,0,0.0
1026,34.2,230,0,0,0,0.0
1027,34.233333333333334,230,0,0,0,0.0
1028,34.266666666666666,230,0,0,0,0.0
1029,34.3,230,0,0,0,0.0
1030,34.333333333333336,230,0,0,0,0.0
1031,34.36666666666667,230,0,0,0,0.0
1032,34.4,230,0,0,0,0.0
1033,34.43333333333333,230,0,0,0,0.0
1034,34.46666666666667,230,0,0,0,0.0
1035,34.5,230,0,0,0,0.0
1036,34.53333333333333,230,0,0,0,0.0
1037,34.56666666666667,230,0,0,0,0.0
1038,34.6,230,0,0,0,0.0
1039,34.63333333333333,230,0,0,0,0.0
1040,34.666666666666664,230,0,0,0,0.0
1041,34.7,230,0,0,0,0.0
1042,34.733333333333334,230,0,0,0,0.0
1043,34.766666666666666,230,0,0,0,0.0
1044,34.8,230,0,0,0,0.0
1045,34.833333333333336,230,0,0,0,0.0
1046,34.86666666666667,230,0,0,0,0.0
1047,34.9,230,0,0,0,0.0
1048,34.93333333333333,230,0,0,0,0.0
1049,34.96666666666667,230,0,0,0,0.0
1050,35.0,230,0,0,0,0.0
1051,35.03333333333333,230,0,0,0,0.0
1052,35.06666666666667,230,0,0,0,0.0
1053,35.1,230,0,0,0,0.0
1054,35.13333333333333,230,0,0,0,0.0
1055,35.166666666666664,230,0,0,0,0.0
1056,35.2,230,0,0,0,0.0
1057,35.233333333333334,230,0,0,0,0.0
1058,35.266666666666666,230,0,0,0,0.0
1059,35.3,230,0,0,0,0.0
1060,35.333333333333336,230,0,0,0,0.0
1061,35.36666666666667,230,0,0,0,0.0
1062,35.4,230,0,0,0,0.0
1063,35.43333333333333,230,0,0,0,0.0
1064,35.46666666666667,230,0,0,0,0.0
1065,35.5,230,0,0,0,0.0
1066,35.53333333333333,230,0,0,0,0.0
1067,35.56666666666667,230,0,0,0,0.0
1068,35.6,230,0,0,0,0.0
1069,35.63333333333333,230,0,0,0,0.0
1070,35.666666666666664,230,0,0,0,0.0
1071,35.7,230,0,0,0,0.0
1072,35.733333333333334,230,0,0,0,0.0
1073,35.766666666666666,230,0,0,0,0.0
1074,35.8,230,0,0,0,0.0
1075,35.833333333333336,230,0,0,0,0.0
1076,35.86666666666667,230,0,0,0,0.0
1077,35.9,230,0,0,0,0.0
1078,35.93333333333333,230,0,0,0,0.0
1079,35.96666666666667,230,0,0,0,0.0
1080,36.0,230,0,0,0,0.0
1081,36.03333333333333,230,0,0,0,0.0
1082,36.06666666666667,230,0,0,0,0.0
1083,36.1,230,0,0,0,0.0
1084,36.13333333333333,230,0,0,0,0.0
1085,36.166666666666664,230,0,0,0,0.0
1086,36.2,230,0,0,0,0.0
1087,36.233333333333334,230,0,0,0,0.0
1088,36.266666666666666,230,0,0,0,0.0
1089,36.3,230,0,0,0,0.0
1090,36.333333333333336,230,0,0,0,0.0
1091,36.36666666666667,230,0,0,0,0.0
1092,36.4,230,0,0,0,0.0
1093,36.43333333333333,230,0,0,0,0.0
1094,36.46666666666667,230,0,0,0,0.0
1095,36.5,230,0,0,0,0.0
1096,36.53333333333333,230,0,0,0,0.0
1097,36.56666666666667,230,0,0,0,0.0
1098,36.6,230,0,0,0,0.0
1099,36.63333333333333,230,0,0,0,0.0
1100,36.666666666666664,230,0,0,0,0.0
1101,36.7,230,0,0,0,0.0
1102,36.733333333333334,230,0,0,0,0.0
1103,36.766666666666666,230,0,0,0,0.0
1104,36.8,230,0,0,0,0.0
1105,36.833333333333336,230,0,0,0,0.0
1106,36.86666666666667,230,0,0,0,0.0
1107,36.9,230,0,0,0,0.0
1108,36.93333333333333,230,0,0,0,0.0
1109,36.96666666666667,230,0,0,0,0.0
1110,37.0,230,0,0,0,0.0
1111,37.03333333333333,230,0,0,0,0.0
1112,37.06666666666667,230,0,0,0,0.0
1113,37.1,230,0,0,0,0.0
1114,37.13333333333333,230,0,0,0,0.0
1115,37.166666666666664,230,0,0,0,0.0
1116,37.2,230,0,0,0,0.0
1117,37.233333333333334,230,0,0,0,0.0
1118,37.266666666666666,230,0,0,0,0.0
1119,37.3,230,0,0,0,0.0
1120,37.333333333333336,230,0,0,0,0.0
1121,37.36666666666667,230,0,0,0,0.0
1122,37.4,230,0,0,0,0.0
1123,37.43333333333333,230,0,0,0,0.0
1124,37.46666666666667,230,0,0,0,0.0
1125,37.5,230,0,0,0,0.0
1126,37.53333333333333,230,0,0,0,0.0
1127,37.56666666666667,230,0,0,0,0.0
1128,37.6,230,0,0,0,0.0
1129,37.63333333333333,230,0,0,0,0.0
1130,37.666666666666664,230,0,0,0,0.0
1131,37.7,230,0,0,0,0.0
1132,37.733333333333334,230,0,0,0,0.0
1133,37.766666666666666,230,0,0,0,0.0
1134,37.8,230,0,0,0,0.0
1135,37.833333333333336,230,0,0,0,0.0
1136,37.86666666666667,230,0,0,0,0.0
1137,37.9,230,0,0,0,0.0
1138,37.93333333333333,230,0,0,0,0.0
1139,37.96666666666667,230,0,0,0,0.0
1140,38.0,230,0,0,0,0.0
1141,38.03333333333333,230,0,0,0,0.0
1142,38.06666666666667,230,0,0,0,0.0
1143,38.1,230,0,0,0,0.0
1144,38.13333333333333,230,0,0,0,0.0
1145,38.166666666666664,230,0,0,0,0.0
1146,38.2,230,0,0,0,0.0
1147,38.233333333333334,230,0,0,0,0.0
1148,38.266666666666666,230,0,0,0,0.0
1149,38.3,230,0,0,0,0.0
1150,38.333333333333336,230,0,0,0,0.0
1151,38.36666666666667,230,0,0,0,0.0
1152,38.4,230,0,0,0,0.0
1153,38.43333333333333,230,0,0,0,0.0
1154,38.46666666666667,230,0,0,0,0.0
1155,38.5,230,0,0,0,0.0
1156,38.53333333333333,230,0,0,0,0.0
1157,38.56666666666667,230,0,0,0,0.0
1158,38.6,230,0,0,0,0.0
1159,38.63333333333333,230,0,0,0,0.0
1160,38.666666666666664,230,0,0,0,0.0
1161,38.7,230,0,0,0,0.0
1162,38.733333333333334,230,0,0,0,0.0
1163,38.766666666666666,230,0,0,0,0.0
1164,38.8,230,0,0,0,0.0
1165,38.833333333333336,230,0,0,0,0.0
1166,38.86666666666667,230,0,0,0,0.0
1167,38.9,230,0,0,0,0.0
1168,38.93333333333333,230,0,0,0,0.0
1169,38.96666666666667,230,0,0,0,0.0
1170,39.0,230,0,0,0,0.0
1171,39.03333333333333,230,0,0,0,0.0
1172,39.06666666666667,230,0,0,0,0.0
1173,39.1,230,0,0,0,0.0
1174,39.13333333333333,230,0,0,0,0.0
1175,39.166666666666664,230,0,0,0,0.0
1176,39.2,230,0,0,0,0.0
1177,39.233333333333334,230,0,0,0,0.0
1178,39.266666666666666,230,0,0,0,0.0
1179,39.3,230,0,0,0,0.0
1180,39.333333333333336,230,0,0,0,0.0
1181,39.36666666666667,230,0,0,0,0.0
1182,39.4,230,0,0,0,0.0
1183,39.43333333333333,230,0,0,0,0.0
1184,39.46666666666667,230,0,0,0,0.0
1185,39.5,230,0,0,0,0.0
1186,39.53333333333333,230,0,0,0,0.0
1187,39.56666666666667,230,0,0,0,0.0
1188,39.6,230,0,0,0,0.0
1189,39.63333333333333,230,0,0,0,0.0
1190,39.666666666666664,230,0,0,0,0.0
1191,39.7,230,0,0,0,0.0
1192,39.733333333333334,230,0,0,0,0.0
1193,39.766666666666666,230,0,0,0,0.0
1194,39.8,230,0,0,0,0.0
1195,39.833333333333336,230,0,0,0,0.0
1196,39.86666666666667,230,0,0,0,0.0
1197,39.9,230,0,0,0,0.0
1198,39.93333333333333,230,0,0,0,0.0
1199,39.96666666666667,230,0,0,0,0.0
1200,40.0,230,0,0,0,0.0
1201,40.03333333333333,230,0,0,0,0.0
1202,40.06666666666667,230,0,0,0,0.0
1203,40.1,230,0,0,0,0.0
1204,40.13333333333333,230,0,0,0,0.0
1205,40.166666666666664,230,0,0,0,0.0
1206,40.2,230,0,0,0,0.0
1207,40.233333333333334,230,0,0,0,0.0
1208,40.266666666666666,230,0,0,0,0.0
1209,40.3,230,0,0,0,0.0
1210,40.333333333333336,230,0,0,0,0.0
1211,40.36666666666667,230,2,0,0,0.0
1212,40.4,230,6,0,0,0.0
1213,40.43333333333333,230,9,0,0,0.0
1214,40.46666666666667,230,13,0,0,0.0
1215,40.5,230,16,0,0,0.2
1216,40.53333333333333,230,20,0,0,0.4
1217,40.56666666666667,230,23,0,0,0.6
1218,40.6,230,27,0,0,0.8
1219,40.63333333333333,230,30,0,0,1.2
1220,40.666666666666664,230,34,0,0,1.8
1221,40.7,230,37,0,0,2.2
1222,40.733333333333334,230,41,0,0,2.8
1223,40.766666666666666,230,44,0,0,3.6
1224,40.8,230,47,0,0,4.4
1225,40.833333333333336,230,48,0,0,5.2
1226,40.86666666666667,230,48,0,0,6.2
1227,40.9,230,48,0,0,7.0
1228,40.93333333333333,230,48,0,0,8.0
1229,40.96666666666667,230,48,0,0,9.2
1230,41.0,230,44,0,0,10.2
1231,41.03333333333333,230,41,0,0,11.2
1232,41.06666666666667,230,37,0,0,12.2
1233,41.1,230,34,0,0,13.4
1234,41.13333333333333,230,30,0,0,14.2
1235,41.166666666666664,230,27,0,0,15.2
1236,41.2,230,23,0,0,16.0
1237,41.233333333333334,230,20,0,0,16.8
1238,41.266666666666666,230,17,0,0,17.6
1239,41.3,230,13,0,0,18.2
1240,41.333333333333336,230,10,0,0,18.8
1241,41.36666666666667,230,6,0,0,19.4
1242,41.4,230,3,0,0,19.8
1243,41.43333333333333,230,0,0,0,20.2
1244,41.46666666666667,230,0,0,0,20.6
1245,41.5,230,0,0,0,20.8
1246,41.53333333333333,230,0,0,0,21.0
1247,41.56666666666667,230,0,0,0,21.2
1248,41.6,230,0,0,0,21.4
1249,41.63333333333333,230,0,0,0,21.4
1250,41.666666666666664,230,0,0,0,21.6
1251,41.7,230,0,0,0,21.6
1252,41.733333333333334,230,0,0,0,21.8
1253,41.766666666666666,230,0,0,0,21.8
1254,41.8,230,0,0,0,21.8
1255,41.833333333333336,230,0,0,0,21.8
1256,41.86666666666667,230,0,0,0,21.8
1257,41.9,230,0,0,0,22.0
1258,41.93333333333333,230,0,0,0,22.0
1259,41.96666666666667,230,0,0,0,22.0
1260,42.0,230,0,0,0,22.0
1261,42.03333333333333,230,0,0,0,22.0
1262,42.06666666666667,230,0,0,0,22.0
1263,42.1,230,0,0,0,22.0
1264,42.13333333333333,230,0,0,0,22.0
1265,42.166666666666664,230,2,0,2,22.0
1266,42.2,230,5,0,5,22.0
1267,42.233333333333334,230,8,0,8,22.0
1268,42.266666666666666,230,10,0,10,22.0
1269,42.3,230,13,0,13,22.0
1270,42.333333333333336,230,16,0,16,22.0
1271,42.36666666666667,230,19,0,19,22.0
1272,42.4,230,22,0,22,21.8
1273,42.43333333333333,230,25,0,25,21.8
1274,42.46666666666667,230,28,0,28,21.6
1275,42.5,230,30,0,30,21.6
1276,42.53333333333333,230,33,0,33,21.4
1277,42.56666666666667,230,36,0,36,21.0
1278,42.6,230,39,0,39,20.8
1279,42.63333333333333,230,42,0,42,20.4
1280,42.666666666666664,230,45,0,45,20.0
1281,42.7,230,47,0,48,19.6
1282,42.733333333333334,230,48,0,48,19.0
1283,42.766666666666666,230,48,0,48,18.4
1284,42.8,230,47,1,48,17.6
1285,42.833333333333336,230,45,3,48,17.0
1286,42.86666666666667,230,42,6,48,16.2
1287,42.9,230,39,9,48,15.4
1288,42.93333333333333,230,36,12,48,14.4
1289,42.96666666666667,230,33,15,48,13.6
1290,43.0,230,30,18,48,12.6
1291,43.03333333333333,230,28,20,48,11.6
1292,43.06666666666667,230,25,23,48,10.6
1293,43.1,230,22,26,48,9.8
1294,43.13333333333333,230,19,29,48,8.8
1295,43.166666666666664,230,16,32,48,7.8
1296,43.2,230,13,35,48,7.0
1297,43.233333333333334,230,10,38,48,6.2
1298,43.266666666666666,230,8,40,48,5.4
1299,43.3,230,5,43,48,4.6
1300,43.333333333333336,230,2,46,48,3.8
1301,43.36666666666667,230,0,48,48,3.2
1302,43.4,230,0,48,48,2.8
1303,43.43333333333333,230,0,48,48,2.2
1304,43.46666666666667,230,0,48,48,1.8
1305,43.5,230,0,48,48,1.6
1306,43.53333333333333,230,0,48,48,1.2
1307,43.56666666666667,230,0,48,48,1.0
1308,43.6,230,0,48,48,0.8
1309,43.63333333333333,230,0,48,48,0.6
1310,43.666666666666664,230,0,48,48,0.6
1311,43.7,230,0,48,48,0.4
1312,43.733333333333334,230,0,48,48,0.4
1313,43.766666666666666,230,0,48,48,0.2
1314,43.8,230,0,48,48,0.2
1315,43.833333333333336,230,0,48,48,0.2
1316,43.86666666666667,230,0,48,48,0.2
1317,43.9,230,0,48,48,0.2
1318,43.93333333333333,230,0,48,48,0.0
1319,43.96666666666667,230,0,48,48,0.0
1320,44.0,230,0,48,48,0.0
1321,44.03333333333333,230,0,48,48,0.0
1322,44.06666666666667,230,0,48,48,0.0
1323,44.1,230,0,48,48,0.0
1324,44.13333333333333,230,0,48,48,0.0
1325,44.166666666666664,230,0,48,48,0.0
1326,44.2,230,0,48,48,0.0
1327,44.233333333333334,230,0,48,48,0.0
1328,44.266666666666666,230,0,48,48,0.0
1329,44.3,230,0,48,48,0.0
1330,44.333333333333336,230,0,48,48,0.0
1331,44.36666666666667,230,0,48,48,0.0
1332,44.4,230,0,48,48,0.0
1333,44.43333333333333,230,0,48,48,0.0
1334,44.46666666666667,230,0,48,48,0.0
1335,44.5,230,0,48,48,0.0
1336,44.53333333333333,230,0,48,48,0.0
1337,44.56666666666667,230,0,48,48,0.0
1338,44.6,230,0,48,48,0.0
1339,44.63333333333333,230,0,48,48,0.0
1340,44.666666666666664,230,0,48,48,0.0
1341,44.7,230,0,48,48,0.0
1342,44.733333333333334,230,0,48,48,0.0
1343,44.766666666666666,230,0,48,48,0.0
1344,44.8,230,0,48,48,0.0
1345,44.833333333333336,230,0,48,48,0.0
1346,44.86666666666667,230,0,48,48,0.0
1347,44.9,230,0,48,48,0.0
1348,44.93333333333333,230,0,48,48,0.0
1349,44.96666666666667,230,0,48,48,0.0
1350,45.0,230,0,48,48,0.0
1351,45.03333333333333,230,0,48,48,0.0
1352,45.06666666666667,230,0,48,48,0.0
1353,45.1,230,0,48,48,0.0
1354,45.13333333333333,230,0,48,48,0.0
1355,45.166666666666664,230,0,48,48,0.0
1356,45.2,230,0,48,48,0.0
1357,45.233333333333334,230,0,48,48,0.0
1358,45.266666666666666,230,0,48,48,0.0
1359,45.3,230,0,48,48,0.0
1360,45.333333333333336,230,0,48,48,0.0
1361,45.36666666666667,230,0,48,48,0.0
1362,45.4,230,0,48,48,0.0
1363,45.43333333333333,230,0,48,48,0.0
1364,45.46666666666667,230,0,48,48,0.0
1365,45.5,230,0,48,48,0.0
1366,45.53333333333333,230,0,48,48,0.0
1367,45.56666666666667,230,0,48,48,0.0
1368,45.6,230,0,48,48,0.0
1369,45.63333333333333,230,0,48,48,0.0
1370,45.666666666666664,230,0,48,48,0.0
1371,45.7,230,0,48,48,0.0
1372,45.733333333333334,230,0,48,48,0.0
1373,45.766666666666666,230,0,48,48,0.0
1374,45.8,230,0,48,48,0.0
1375,45.833333333333336,230,0,48,48,0.0
1376,45.86666666666667,230,0,48,48,0.0
1377,45.9,230,0,48,48,0.0
1378,45.93333333333333,230,0,48,48,0.0
1379,45.96666666666667,230,0,48,48,0.0
1380,46.0,230,0,48,48,0.0
1381,46.03333333333333,230,0,48,48,0.0
1382,46.06666666666667,230,0,48,48,0.0
1383,46.1,230,0,48,48,0.0
1384,46.13333333333333,230,0,48,48,0.0
1385,46.166666666666664,230,0,48,48,0.0
1386,46.2,230,0,48,48,0.0
1387,46.233333333333334,230,0,48,48,0.0
1388,46.266666666666666,230,0,48,48,0.0
1389,46.3,230,0,48,48,0.0
1390,46.333333333333336,230,0,48,48,0.0
1391,46.36666666666667,230,0,48,48,0.0
1392,46.4,230,0,48,48,0.0
1393,46.43333333333333,230,0,48,48,0.0
1394,46.46666666666667,230,0,48,48,0.0
1395,46.5,230,0,48,48,0.0
1396,46.53333333333333,230,0,48,48,0.0
1397,46.56666666666667,230,0,48,48,0.0
1398,46.6,230,0,48,48,0.0
1399,46.63333333333333,230,0,48,48,0.0
1400,46.666666666666664,230,0,48,48,0.0
1401,46.7,230,0,48,48,0.0
1402,46.733333333333334,230,0,48,48,0.0
1403,46.766666666666666,230,0,48,48,0.0
1404,46.8,230,0,48,48,0.0
1405,46.833333333333336,230,0,48,48,0.0
1406,46.86666666666667,230,0,48,48,0.0
1407,46.9,230,0,48,48,0.0
1408,46.93333333333333,230,0,48,48,0.0
1409,46.96666666666667,230,0,48,48,0.0
1410,47.0,230,0,48,48,0.0
1411,47.03333333333333,230,0,48,48,0.0
1412,47.06666666666667,230,0,48,48,0.0
1413,47.1,230,0,48,48,0.0
1414,47.13333333333333,230,0,48,48,0.0
1415,47.166666666666664,230,0,48,48,0.0
1416,47.2,230,0,48,48,0.0
1417,47.233333333333334,230,0,48,48,0.0
1418,47.266666666666666,230,0,48,48,0.0
1419,47.3,230,0,48,48,0.0
1420,47.333333333333336,230,0,48,48,0.0
1421,47.36666666666667,230,0,48,48,0.0
1422,47.4,230,0,48,48,0.0
1423,47.43333333333333,230,0,48,48,0.0
1424,47.46666666666667,230,0,48,48,0.0
1425,47.5,230,0,48,48,0.0
1426,47.53333333333333,230,0,48,48,0.0
1427,47.56666666666667,230,0,48,48,0.0
1428,47.6,230,0,48,48,0.0
1429,47.63333333333333,230,0,48,48,0.0
1430,47.666666666666664,230,0,48,48,0.0
1431,47.7,230,0,48,48,0.0
1432,47.733333333333334,230,0,48,48,0.0
1433,47.766666666666666,230,0,48,48,0.0
1434,47.8,230,0,48,48,0.0
1435,47.833333333333336,230,0,48,48,0.0
1436,47.86666666666667,230,0,48,48,0.0
1437,47.9,230,0,48,48,0.0
1438,47.93333333333333,230,0,48,48,0.0
1439,47.96666666666667,230,0,48,48,0.0
1440,48.0,230,0,48,48,0.0
1441,48.03333333333333,230,0,48,48,0.0
1442,48.06666666666667,230,0,48,48,0.0
1443,48.1,230,0,48,48,0.0
1444,48.13333333333333,230,0,48,48,0.0
1445,48.166666666666664,230,0,48,48,0.0
1446,48.2,230,0,48,48,0.0
1447,48.233333333333334,230,0,48,48,0.0
1448,48.266666666666666,230,0,48,48,0.0
1449,48.3,230,0,48,48,0.0
1450,48.333333333333336,230,0,48,48,0.0
1451,48.36666666666667,230,0,48,48,0.0
1452,48.4,230,0,48,48,0.0
1453,48.43333333333333,230,0,48,48,0.0
1454,48.46666666666667,230,0,48,48,0.0
1455,48.5,230,0,48,48,0.0
1456,48.53333333333333,230,0,48,48,0.0
1457,48.56666666666667,230,0,48,48,0.0
1458,48.6,230,0,48,48,0.0
1459,48.63333333333333,230,0,48,48,0.0
1460,48.666666666666664,230,0,48,48,0.0
1461,48.7,230,0,48,48,0.0
1462,48.733333333333334,230,0,48,48,0.0
1463,48.766666666666666,230,0,48,48,0.0
1464,48.8,230,0,48,48,0.0
1465,48.833333333333336,230,0,48,48,0.0
1466,48.86666666666667,230,0,48,48,0.0
1467,48.9,230,0,48,48,0.0
1468,48.93333333333333,230,0,48,48,0.0
1469,48.96666666666667,230,0,48,48,0.0
1470,49.0,230,0,48,48,0.0
1471,49.03333333333333,230,0,48,48,0.0
1472,49.06666666666667,230,0,48,48,0.0
1473,49.1,230,0,48,48,0.0
1474,49.13333333333333,230,0,48,48,0.0
1475,49.166666666666664,230,0,48,48,0.0
1476,49.2,230,0,48,48,0.0
1477,49.233333333333334,230,0,48,48,0.0
1478,49.266666666666666,230,0,48,48,0.0
1479,49.3,230,0,48,48,0.0
1480,49.333333333333336,230,0,48,48,0.0
1481,49.36666666666667,230,0,48,48,0.0
1482,49.4,230,0,48,48,0.0
1483,49.43333333333333,230,0,48,48,0.0
1484,49.46666666666667,230,0,48,48,0.0
1485,49.5,230,0,48,48,0.0
1486,49.53333333333333,230,0,48,48,0.0
1487,49.56666666666667,230,0,48,48,0.0
1488,49.6,230,0,48,48,0.0
1489,49.63333333333333,230,0,48,48,0.0
1490,49.666666666666664,230,0,48,48,0.0
1491,49.7,230,0,48,48,0.0
1492,49.733333333333334,230,0,48,48,0.0
1493,49.766666666666666,230,0,48,48,0.0
1494,49.8,230,0,48,48,0.0
1495,49.833333333333336,230,0,48,48,0.0
1496,49.86666666666667,230,0,48,48,0.0
1497,49.9,230,0,48,48,0.0
1498,49.93333333333333,230,0,48,48,0.0
1499,49.96666666666667,230,0,48,48,0.0
1500,50.0,230,0,48,48,0.0
1501,50.03333333333333,230,0,48,48,0.0
1502,50.06666666666667,230,0,48,48,0.0
1503,50.1,230,0,48,48,0.0
1504,50.13333333333333,230,0,48,48,0.0
1505,50.166666666666664,230,0,48,48,0.0
1506,50.2,230,0,48,48,0.0
1507,50.233333333333334,230,0,48,48,0.0
1508,50.266666666666666,230,0,48,48,0.0
1509,50.3,230,0,48,48,0.0
1510,50.333333333333336,230,0,48,48,0.0
1511,50.36666666666667,230,0,48,48,0.0
1512,50.4,230,0,48,48,0.0
1513,50.43333333333333,230,0,48,48,0.0
1514,50.46666666666667,230,0,48,48,0.0
1515,50.5,230,0,48,48,0.0
1516,50.53333333333333,230,0,48,48,0.0
1517,50.56666666666667,230,0,48,48,0.0
1518,50.6,230,0,48,48,0.0
1519,50.63333333333333,230,0,48,48,0.0
1520,50.666666666666664,230,0,48,48,0.0
1521,50.7,230,0,48,48,0.0
1522,50.733333333333334,230,0,48,48,0.0
1523,50.766666666666666,230,0,48,48,0.0
1524,50.8,230,0,48,48,0.0
1525,50.833333333333336,230,0,48,48,0.0
1526,50.86666666666667,230,0,48,48,0.0
1527,50.9,230,0,48,48,0.0
1528,50.93333333333333,230,0,48,48,0.0
1529,50.96666666666667,230,0,48,48,0.0
1530,51.0,230,0,48,48,0.0
1531,51.03333333333333,230,0,48,48,0.0
1532,51.06666666666667,230,0,48,48,0.0
1533,51.1,230,0,48,48,0.0
1534,51.13333333333333,230,0,48,48,0.0
